"#","Date Time, GMT-06:00","Temp, °F (LGR S/N: 22008791, SEN S/N: 22008791)","Intensity, lum/ft² (LGR S/N: 22008791, SEN S/N: 22008791)","Host Connected (LGR S/N: 22008791)","Coupler Attached (LGR S/N: 22008791)","Stopped (LGR S/N: 22008791)","End Of File (LGR S/N: 22008791)"
37,09/13/24 18:40:00,61.054,232.0,,,,
38,09/13/24 18:50:00,60.883,256.0,,,,
39,09/13/24 19:00:00,60.883,79.0,,,,
40,09/13/24 19:10:00,60.883,48.0,,,,
41,09/13/24 19:20:00,60.712,37.0,,,,
42,09/13/24 19:30:00,60.712,27.0,,,,
43,09/13/24 19:40:00,60.712,4.0,,,,
44,09/13/24 19:50:00,60.712,0.0,,,,
45,09/13/24 20:00:00,60.539,0.0,,,,
46,09/13/24 20:10:00,60.539,0.0,,,,
47,09/13/24 20:20:00,60.539,0.0,,,,
48,09/13/24 20:30:00,60.539,0.0,,,,
49,09/13/24 20:40:00,60.539,0.0,,,,
50,09/13/24 20:50:00,60.539,0.0,,,,
51,09/13/24 21:00:00,60.368,0.0,,,,
52,09/13/24 21:10:00,60.368,0.0,,,,
53,09/13/24 21:20:00,60.368,0.0,,,,
54,09/13/24 21:30:00,60.368,0.0,,,,
55,09/13/24 21:40:00,60.368,0.0,,,,
56,09/13/24 21:50:00,60.368,0.0,,,,
57,09/13/24 22:00:00,60.368,0.0,,,,
58,09/13/24 22:10:00,60.368,0.0,,,,
59,09/13/24 22:20:00,60.368,0.0,,,,
60,09/13/24 22:30:00,60.368,0.0,,,,
61,09/13/24 22:40:00,60.368,0.0,,,,
62,09/13/24 22:50:00,60.368,0.0,,,,
63,09/13/24 23:00:00,60.368,0.0,,,,
64,09/13/24 23:10:00,60.195,0.0,,,,
65,09/13/24 23:20:00,60.195,0.0,,,,
66,09/13/24 23:30:00,60.195,0.0,,,,
67,09/13/24 23:40:00,60.195,0.0,,,,
68,09/13/24 23:50:00,60.195,0.0,,,,
69,09/14/24 00:00:00,60.195,0.0,,,,
70,09/14/24 00:10:00,60.195,0.0,,,,
71,09/14/24 00:20:00,60.195,0.0,,,,
72,09/14/24 00:30:00,60.195,0.0,,,,
73,09/14/24 00:40:00,60.368,0.0,,,,
74,09/14/24 00:50:00,60.368,0.0,,,,
75,09/14/24 01:00:00,60.539,0.0,,,,
76,09/14/24 01:10:00,60.368,0.0,,,,
77,09/14/24 01:20:00,60.368,0.0,,,,
78,09/14/24 01:30:00,60.368,0.0,,,,
79,09/14/24 01:40:00,60.368,0.0,,,,
80,09/14/24 01:50:00,60.368,0.0,,,,
81,09/14/24 02:00:00,60.368,0.0,,,,
82,09/14/24 02:10:00,60.195,0.0,,,,
83,09/14/24 02:20:00,60.195,0.0,,,,
84,09/14/24 02:30:00,60.195,0.0,,,,
85,09/14/24 02:40:00,60.195,0.0,,,,
86,09/14/24 02:50:00,60.195,0.0,,,,
87,09/14/24 03:00:00,60.195,0.0,,,,
88,09/14/24 03:10:00,60.195,0.0,,,,
89,09/14/24 03:20:00,60.195,0.0,,,,
90,09/14/24 03:30:00,60.195,0.0,,,,
91,09/14/24 03:40:00,60.024,0.0,,,,
92,09/14/24 03:50:00,60.024,0.0,,,,
93,09/14/24 04:00:00,60.024,0.0,,,,
94,09/14/24 04:10:00,60.024,0.0,,,,
95,09/14/24 04:20:00,60.024,0.0,,,,
96,09/14/24 04:30:00,60.024,0.0,,,,
97,09/14/24 04:40:00,60.024,0.0,,,,
98,09/14/24 04:50:00,60.024,0.0,,,,
99,09/14/24 05:00:00,60.024,0.0,,,,
100,09/14/24 05:10:00,60.024,0.0,,,,
101,09/14/24 05:20:00,60.024,0.0,,,,
102,09/14/24 05:30:00,60.024,0.0,,,,
103,09/14/24 05:40:00,60.024,0.0,,,,
104,09/14/24 05:50:00,60.024,0.0,,,,
105,09/14/24 06:00:00,60.195,0.0,,,,
106,09/14/24 06:10:00,60.195,0.0,,,,
107,09/14/24 06:20:00,60.024,0.0,,,,
108,09/14/24 06:30:00,60.195,0.0,,,,
109,09/14/24 06:40:00,60.195,0.0,,,,
110,09/14/24 06:50:00,60.195,1.0,,,,
111,09/14/24 07:00:00,60.195,10.0,,,,
112,09/14/24 07:10:00,60.024,24.0,,,,
113,09/14/24 07:20:00,60.195,50.0,,,,
114,09/14/24 07:30:00,60.195,60.0,,,,
115,09/14/24 07:40:00,60.195,102.0,,,,
116,09/14/24 07:50:00,60.195,128.0,,,,
117,09/14/24 08:00:00,60.368,136.0,,,,
118,09/14/24 08:10:00,60.368,184.0,,,,
119,09/14/24 08:20:00,60.368,224.0,,,,
120,09/14/24 08:30:00,60.368,192.0,,,,
121,09/14/24 08:40:00,60.368,272.0,,,,
122,09/14/24 08:50:00,60.368,384.0,,,,
123,09/14/24 09:00:00,60.539,352.0,,,,
124,09/14/24 09:10:00,60.712,608.0,,,,
125,09/14/24 09:20:00,60.883,672.0,,,,
126,09/14/24 09:30:00,60.883,960.0,,,,
127,09/14/24 09:40:00,61.054,576.0,,,,
128,09/14/24 09:50:00,61.054,672.0,,,,
129,09/14/24 10:00:00,61.227,864.0,,,,
130,09/14/24 10:10:00,61.227,608.0,,,,
131,09/14/24 10:20:00,61.227,768.0,,,,
132,09/14/24 10:30:00,61.227,608.0,,,,
133,09/14/24 10:40:00,61.398,992.0,,,,
134,09/14/24 10:50:00,61.398,704.0,,,,
135,09/14/24 11:00:00,61.741,2176.0,,,,
136,09/14/24 11:10:00,61.569,1024.0,,,,
137,09/14/24 11:20:00,61.741,2304.0,,,,
138,09/14/24 11:30:00,62.254,2048.0,,,,
139,09/14/24 11:40:00,62.083,1728.0,,,,
140,09/14/24 11:50:00,62.083,1920.0,,,,
141,09/14/24 12:00:00,61.741,992.0,,,,
142,09/14/24 12:10:00,62.083,992.0,,,,
143,09/14/24 12:20:00,62.598,992.0,,,,
144,09/14/24 12:30:00,62.769,800.0,,,,
145,09/14/24 12:40:00,62.425,2304.0,,,,
146,09/14/24 12:50:00,62.769,3968.0,,,,
147,09/14/24 13:00:00,62.769,608.0,,,,
148,09/14/24 13:10:00,62.940,864.0,,,,
149,09/14/24 13:20:00,62.769,1664.0,,,,
150,09/14/24 13:30:00,62.940,2176.0,,,,
151,09/14/24 13:40:00,63.111,6400.0,,,,
152,09/14/24 13:50:00,62.769,512.0,,,,
153,09/14/24 14:00:00,63.111,1920.0,,,,
154,09/14/24 14:10:00,62.940,864.0,,,,
155,09/14/24 14:20:00,62.940,1152.0,,,,
156,09/14/24 14:30:00,62.940,896.0,,,,
157,09/14/24 14:40:00,62.940,1664.0,,,,
158,09/14/24 14:50:00,63.111,2048.0,,,,
159,09/14/24 15:00:00,63.111,496.0,,,,
160,09/14/24 15:10:00,63.111,1344.0,,,,
161,09/14/24 15:20:00,63.111,1408.0,,,,
162,09/14/24 15:30:00,62.940,3712.0,,,,
163,09/14/24 15:40:00,62.940,512.0,,,,
164,09/14/24 15:50:00,62.940,3584.0,,,,
165,09/14/24 16:00:00,62.769,448.0,,,,
166,09/14/24 16:10:00,62.598,288.0,,,,
167,09/14/24 16:20:00,62.769,416.0,,,,
168,09/14/24 16:30:00,62.598,352.0,,,,
169,09/14/24 16:40:00,62.940,3328.0,,,,
170,09/14/24 16:50:00,62.769,368.0,,,,
171,09/14/24 17:00:00,62.940,304.0,,,,
172,09/14/24 17:10:00,62.940,1536.0,,,,
173,09/14/24 17:20:00,62.425,320.0,,,,
174,09/14/24 17:30:00,62.598,464.0,,,,
175,09/14/24 17:40:00,62.425,160.0,,,,
176,09/14/24 17:50:00,62.254,368.0,,,,
177,09/14/24 18:00:00,62.083,248.0,,,,
178,09/14/24 18:10:00,62.254,184.0,,,,
179,09/14/24 18:20:00,62.083,200.0,,,,
180,09/14/24 18:30:00,61.912,136.0,,,,
181,09/14/24 18:40:00,61.912,272.0,,,,
182,09/14/24 18:50:00,61.741,61.0,,,,
183,09/14/24 19:00:00,61.569,71.0,,,,
184,09/14/24 19:10:00,61.569,44.0,,,,
185,09/14/24 19:20:00,61.569,25.0,,,,
186,09/14/24 19:30:00,61.398,17.0,,,,
187,09/14/24 19:40:00,61.398,4.0,,,,
188,09/14/24 19:50:00,61.398,0.0,,,,
189,09/14/24 20:00:00,61.398,0.0,,,,
190,09/14/24 20:10:00,61.398,0.0,,,,
191,09/14/24 20:20:00,61.398,0.0,,,,
192,09/14/24 20:30:00,61.227,0.0,,,,
193,09/14/24 20:40:00,61.227,0.0,,,,
194,09/14/24 20:50:00,61.227,0.0,,,,
195,09/14/24 21:00:00,61.227,0.0,,,,
196,09/14/24 21:10:00,61.227,0.0,,,,
197,09/14/24 21:20:00,61.227,0.0,,,,
198,09/14/24 21:30:00,61.227,0.0,,,,
199,09/14/24 21:40:00,61.054,0.0,,,,
200,09/14/24 21:50:00,61.054,0.0,,,,
201,09/14/24 22:00:00,61.054,0.0,,,,
202,09/14/24 22:10:00,61.054,0.0,,,,
203,09/14/24 22:20:00,61.054,0.0,,,,
204,09/14/24 22:30:00,61.054,0.0,,,,
205,09/14/24 22:40:00,61.054,0.0,,,,
206,09/14/24 22:50:00,61.054,0.0,,,,
207,09/14/24 23:00:00,61.054,0.0,,,,
208,09/14/24 23:10:00,60.883,0.0,,,,
209,09/14/24 23:20:00,60.883,0.0,,,,
210,09/14/24 23:30:00,60.883,0.0,,,,
211,09/14/24 23:40:00,60.883,0.0,,,,
212,09/14/24 23:50:00,60.883,0.0,,,,
213,09/15/24 00:00:00,60.883,0.0,,,,
214,09/15/24 00:10:00,60.883,0.0,,,,
215,09/15/24 00:20:00,60.883,0.0,,,,
216,09/15/24 00:30:00,60.883,0.0,,,,
217,09/15/24 00:40:00,60.883,0.0,,,,
218,09/15/24 00:50:00,60.883,0.0,,,,
219,09/15/24 01:00:00,60.883,0.0,,,,
220,09/15/24 01:10:00,60.883,0.0,,,,
221,09/15/24 01:20:00,60.883,0.0,,,,
222,09/15/24 01:30:00,60.712,0.0,,,,
223,09/15/24 01:40:00,60.712,0.0,,,,
224,09/15/24 01:50:00,60.712,0.0,,,,
225,09/15/24 02:00:00,60.712,0.0,,,,
226,09/15/24 02:10:00,60.712,0.0,,,,
227,09/15/24 02:20:00,60.712,0.0,,,,
228,09/15/24 02:30:00,60.712,0.0,,,,
229,09/15/24 02:40:00,60.712,0.0,,,,
230,09/15/24 02:50:00,60.712,0.0,,,,
231,09/15/24 03:00:00,60.712,0.0,,,,
232,09/15/24 03:10:00,60.712,0.0,,,,
233,09/15/24 03:20:00,60.712,0.0,,,,
234,09/15/24 03:30:00,60.712,0.0,,,,
235,09/15/24 03:40:00,60.712,0.0,,,,
236,09/15/24 03:50:00,60.712,0.0,,,,
237,09/15/24 04:00:00,60.712,0.0,,,,
238,09/15/24 04:10:00,60.712,0.0,,,,
239,09/15/24 04:20:00,60.712,0.0,,,,
240,09/15/24 04:30:00,60.712,0.0,,,,
241,09/15/24 04:40:00,60.712,0.0,,,,
242,09/15/24 04:50:00,60.539,0.0,,,,
243,09/15/24 05:00:00,60.539,0.0,,,,
244,09/15/24 05:10:00,60.539,0.0,,,,
245,09/15/24 05:20:00,60.539,0.0,,,,
246,09/15/24 05:30:00,60.539,0.0,,,,
247,09/15/24 05:40:00,60.539,0.0,,,,
248,09/15/24 05:50:00,60.539,0.0,,,,
249,09/15/24 06:00:00,60.539,0.0,,,,
250,09/15/24 06:10:00,60.539,0.0,,,,
251,09/15/24 06:20:00,60.368,0.0,,,,
252,09/15/24 06:30:00,60.368,0.0,,,,
253,09/15/24 06:40:00,60.368,0.0,,,,
254,09/15/24 06:50:00,60.368,1.0,,,,
255,09/15/24 07:00:00,60.368,10.0,,,,
256,09/15/24 07:10:00,60.368,17.0,,,,
257,09/15/24 07:20:00,60.368,27.0,,,,
258,09/15/24 07:30:00,60.368,56.0,,,,
259,09/15/24 07:40:00,60.368,127.0,,,,
260,09/15/24 07:50:00,60.539,224.0,,,,
261,09/15/24 08:00:00,60.539,232.0,,,,
262,09/15/24 08:10:00,60.539,224.0,,,,
263,09/15/24 08:20:00,60.883,464.0,,,,
264,09/15/24 08:30:00,60.539,304.0,,,,
265,09/15/24 08:40:00,60.712,512.0,,,,
266,09/15/24 08:50:00,60.712,400.0,,,,
267,09/15/24 09:00:00,60.883,480.0,,,,
268,09/15/24 09:10:00,60.883,576.0,,,,
269,09/15/24 09:20:00,60.712,512.0,,,,
270,09/15/24 09:30:00,60.883,704.0,,,,
271,09/15/24 09:40:00,61.569,2688.0,,,,
272,09/15/24 09:50:00,62.083,2816.0,,,,
273,09/15/24 10:00:00,62.083,2560.0,,,,
274,09/15/24 10:10:00,62.425,2816.0,,,,
275,09/15/24 10:20:00,62.425,3072.0,,,,
276,09/15/24 10:30:00,62.425,3584.0,,,,
277,09/15/24 10:40:00,61.741,1920.0,,,,
278,09/15/24 10:50:00,61.741,480.0,,,,
279,09/15/24 11:00:00,61.912,512.0,,,,
280,09/15/24 11:10:00,61.912,608.0,,,,
281,09/15/24 11:20:00,62.083,608.0,,,,
282,09/15/24 11:30:00,62.083,576.0,,,,
283,09/15/24 11:40:00,62.083,608.0,,,,
284,09/15/24 11:50:00,62.254,672.0,,,,
285,09/15/24 12:00:00,62.083,608.0,,,,
286,09/15/24 12:10:00,62.425,704.0,,,,
287,09/15/24 12:20:00,62.598,2304.0,,,,
288,09/15/24 12:30:00,62.769,2048.0,,,,
289,09/15/24 12:40:00,62.598,608.0,,,,
290,09/15/24 12:50:00,62.598,480.0,,,,
291,09/15/24 13:00:00,62.940,272.0,,,,
292,09/15/24 13:10:00,62.769,2304.0,,,,
293,09/15/24 13:20:00,63.111,608.0,,,,
294,09/15/24 13:30:00,62.940,800.0,,,,
295,09/15/24 13:40:00,62.769,896.0,,,,
296,09/15/24 13:50:00,62.940,512.0,,,,
297,09/15/24 14:00:00,62.769,1920.0,,,,
298,09/15/24 14:10:00,63.111,368.0,,,,
299,09/15/24 14:20:00,63.111,2560.0,,,,
300,09/15/24 14:30:00,62.940,2816.0,,,,
301,09/15/24 14:40:00,63.111,2176.0,,,,
302,09/15/24 14:50:00,62.940,11264.0,,,,
303,09/15/24 15:00:00,62.940,768.0,,,,
304,09/15/24 15:10:00,62.769,1664.0,,,,
305,09/15/24 15:20:00,62.598,1664.0,,,,
306,09/15/24 15:30:00,62.940,3328.0,,,,
307,09/15/24 15:40:00,62.769,704.0,,,,
308,09/15/24 15:50:00,62.940,768.0,,,,
309,09/15/24 16:00:00,62.769,2304.0,,,,
310,09/15/24 16:10:00,62.769,1280.0,,,,
311,09/15/24 16:20:00,62.425,3584.0,,,,
312,09/15/24 16:30:00,62.598,576.0,,,,
313,09/15/24 16:40:00,62.425,608.0,,,,
314,09/15/24 16:50:00,62.425,576.0,,,,
315,09/15/24 17:00:00,62.425,1920.0,,,,
316,09/15/24 17:10:00,62.254,864.0,,,,
317,09/15/24 17:20:00,62.254,2944.0,,,,
318,09/15/24 17:30:00,62.254,1408.0,,,,
319,09/15/24 17:40:00,61.912,2048.0,,,,
320,09/15/24 17:50:00,61.912,320.0,,,,
321,09/15/24 18:00:00,61.741,248.0,,,,
322,09/15/24 18:10:00,61.569,224.0,,,,
323,09/15/24 18:20:00,61.569,160.0,,,,
324,09/15/24 18:30:00,61.398,111.0,,,,
325,09/15/24 18:40:00,61.569,128.0,,,,
326,09/15/24 18:50:00,61.569,256.0,,,,
327,09/15/24 19:00:00,61.398,72.0,,,,
328,09/15/24 19:10:00,61.398,37.0,,,,
329,09/15/24 19:20:00,61.398,26.0,,,,
330,09/15/24 19:30:00,61.227,11.0,,,,
331,09/15/24 19:40:00,61.227,3.0,,,,
332,09/15/24 19:50:00,61.227,0.0,,,,
333,09/15/24 20:00:00,61.227,0.0,,,,
334,09/15/24 20:10:00,61.227,0.0,,,,
335,09/15/24 20:20:00,61.227,0.0,,,,
336,09/15/24 20:30:00,61.227,0.0,,,,
337,09/15/24 20:40:00,61.227,0.0,,,,
338,09/15/24 20:50:00,61.054,0.0,,,,
339,09/15/24 21:00:00,61.054,0.0,,,,
340,09/15/24 21:10:00,61.054,0.0,,,,
341,09/15/24 21:20:00,61.054,0.0,,,,
342,09/15/24 21:30:00,61.054,0.0,,,,
343,09/15/24 21:40:00,61.054,0.0,,,,
344,09/15/24 21:50:00,60.883,0.0,,,,
345,09/15/24 22:00:00,60.883,0.0,,,,
346,09/15/24 22:10:00,60.883,0.0,,,,
347,09/15/24 22:20:00,60.883,0.0,,,,
348,09/15/24 22:30:00,60.883,0.0,,,,
349,09/15/24 22:40:00,60.712,0.0,,,,
350,09/15/24 22:50:00,60.712,0.0,,,,
351,09/15/24 23:00:00,60.712,0.0,,,,
352,09/15/24 23:10:00,60.712,0.0,,,,
353,09/15/24 23:20:00,60.712,0.0,,,,
354,09/15/24 23:30:00,60.712,0.0,,,,
355,09/15/24 23:40:00,60.712,0.0,,,,
356,09/15/24 23:50:00,60.712,0.0,,,,
357,09/16/24 00:00:00,60.712,0.0,,,,
358,09/16/24 00:10:00,60.712,0.0,,,,
359,09/16/24 00:20:00,60.712,0.0,,,,
360,09/16/24 00:30:00,60.712,0.0,,,,
361,09/16/24 00:40:00,60.712,0.0,,,,
362,09/16/24 00:50:00,60.712,0.0,,,,
363,09/16/24 01:00:00,60.539,0.0,,,,
364,09/16/24 01:10:00,60.712,0.0,,,,
365,09/16/24 01:20:00,60.712,0.0,,,,
366,09/16/24 01:30:00,60.712,0.0,,,,
367,09/16/24 01:40:00,60.539,0.0,,,,
368,09/16/24 01:50:00,60.712,0.0,,,,
369,09/16/24 02:00:00,60.712,0.0,,,,
370,09/16/24 02:10:00,60.712,0.0,,,,
371,09/16/24 02:20:00,60.712,0.0,,,,
372,09/16/24 02:30:00,60.712,0.0,,,,
373,09/16/24 02:40:00,60.712,0.0,,,,
374,09/16/24 02:50:00,60.712,0.0,,,,
375,09/16/24 03:00:00,60.712,0.0,,,,
376,09/16/24 03:10:00,60.539,0.0,,,,
377,09/16/24 03:20:00,60.712,0.0,,,,
378,09/16/24 03:30:00,60.712,0.0,,,,
379,09/16/24 03:40:00,60.539,0.0,,,,
380,09/16/24 03:50:00,60.539,0.0,,,,
381,09/16/24 04:00:00,60.539,0.0,,,,
382,09/16/24 04:10:00,60.539,0.0,,,,
383,09/16/24 04:20:00,60.539,0.0,,,,
384,09/16/24 04:30:00,60.539,0.0,,,,
385,09/16/24 04:40:00,60.368,0.0,,,,
386,09/16/24 04:50:00,60.368,0.0,,,,
387,09/16/24 05:00:00,60.368,0.0,,,,
388,09/16/24 05:10:00,60.368,0.0,,,,
389,09/16/24 05:20:00,60.368,0.0,,,,
390,09/16/24 05:30:00,60.368,0.0,,,,
391,09/16/24 05:40:00,60.368,0.0,,,,
392,09/16/24 05:50:00,60.368,0.0,,,,
393,09/16/24 06:00:00,60.368,0.0,,,,
394,09/16/24 06:10:00,60.368,0.0,,,,
395,09/16/24 06:20:00,60.368,0.0,,,,
396,09/16/24 06:30:00,60.368,0.0,,,,
397,09/16/24 06:40:00,60.195,0.0,,,,
398,09/16/24 06:50:00,60.195,1.0,,,,
399,09/16/24 07:00:00,60.195,8.0,,,,
400,09/16/24 07:10:00,60.195,24.0,,,,
401,09/16/24 07:20:00,60.195,52.0,,,,
402,09/16/24 07:30:00,60.368,98.0,,,,
403,09/16/24 07:40:00,60.368,304.0,,,,
404,09/16/24 07:50:00,60.368,160.0,,,,
405,09/16/24 08:00:00,60.368,136.0,,,,
406,09/16/24 08:10:00,60.539,208.0,,,,
407,09/16/24 08:20:00,60.539,200.0,,,,
408,09/16/24 08:30:00,60.539,208.0,,,,
409,09/16/24 08:40:00,60.539,368.0,,,,
410,09/16/24 08:50:00,60.539,272.0,,,,
411,09/16/24 09:00:00,60.712,288.0,,,,
412,09/16/24 09:10:00,60.712,368.0,,,,
413,09/16/24 09:20:00,60.712,240.0,,,,
414,09/16/24 09:30:00,60.883,320.0,,,,
415,09/16/24 09:40:00,60.712,480.0,,,,
416,09/16/24 09:50:00,61.227,512.0,,,,
417,09/16/24 10:00:00,61.054,320.0,,,,
418,09/16/24 10:10:00,61.227,512.0,,,,
419,09/16/24 10:20:00,61.227,512.0,,,,
420,09/16/24 10:30:00,60.883,384.0,,,,
421,09/16/24 10:40:00,60.712,336.0,,,,
422,09/16/24 10:50:00,61.398,1152.0,,,,
423,09/16/24 11:00:00,61.912,1216.0,,,,
424,09/16/24 11:10:00,61.741,1088.0,,,,
425,09/16/24 11:20:00,61.398,576.0,,,,
426,09/16/24 11:30:00,61.741,672.0,,,,
427,09/16/24 11:40:00,61.912,672.0,,,,
428,09/16/24 11:50:00,61.741,704.0,,,,
429,09/16/24 12:00:00,61.741,3840.0,,,,
430,09/16/24 12:10:00,61.912,704.0,,,,
431,09/16/24 12:20:00,62.254,3456.0,,,,
432,09/16/24 12:30:00,61.912,960.0,,,,
433,09/16/24 12:40:00,61.912,1024.0,,,,
434,09/16/24 12:50:00,62.425,800.0,,,,
435,09/16/24 13:00:00,62.254,896.0,,,,
436,09/16/24 13:10:00,62.769,512.0,,,,
437,09/16/24 13:20:00,62.769,3200.0,,,,
438,09/16/24 13:30:00,62.254,400.0,,,,
439,09/16/24 13:40:00,62.425,1984.0,,,,
440,09/16/24 13:50:00,62.425,1088.0,,,,
441,09/16/24 14:00:00,62.425,2176.0,,,,
442,09/16/24 14:10:00,62.769,2560.0,,,,
443,09/16/24 14:20:00,62.083,3072.0,,,,
444,09/16/24 14:30:00,62.425,800.0,,,,
445,09/16/24 14:40:00,61.569,608.0,,,,
446,09/16/24 14:50:00,62.940,4096.0,,,,
447,09/16/24 15:00:00,62.598,1280.0,,,,
448,09/16/24 15:10:00,62.083,3584.0,,,,
449,09/16/24 15:20:00,62.425,1792.0,,,,
450,09/16/24 15:30:00,61.569,800.0,,,,
451,09/16/24 15:40:00,61.569,800.0,,,,
452,09/16/24 15:50:00,61.741,800.0,,,,
453,09/16/24 16:00:00,61.569,704.0,,,,
454,09/16/24 16:10:00,61.398,608.0,,,,
455,09/16/24 16:20:00,61.227,512.0,,,,
456,09/16/24 16:30:00,61.054,184.0,,,,
457,09/16/24 16:40:00,61.054,272.0,,,,
458,09/16/24 16:50:00,61.054,200.0,,,,
459,09/16/24 17:00:00,61.227,400.0,,,,
460,09/16/24 17:10:00,61.227,608.0,,,,
461,09/16/24 17:20:00,61.227,448.0,,,,
462,09/16/24 17:30:00,61.227,464.0,,,,
463,09/16/24 17:40:00,61.227,480.0,,,,
464,09/16/24 17:50:00,61.227,416.0,,,,
465,09/16/24 18:00:00,61.398,400.0,,,,
466,09/16/24 18:10:00,61.227,704.0,,,,
467,09/16/24 18:20:00,61.054,608.0,,,,
468,09/16/24 18:30:00,61.054,288.0,,,,
469,09/16/24 18:40:00,60.712,106.0,,,,
470,09/16/24 18:50:00,60.712,56.0,,,,
471,09/16/24 19:00:00,60.712,50.0,,,,
472,09/16/24 19:10:00,60.712,16.0,,,,
473,09/16/24 19:20:00,60.712,8.0,,,,
474,09/16/24 19:30:00,60.539,4.0,,,,
475,09/16/24 19:40:00,60.539,1.0,,,,
476,09/16/24 19:50:00,60.539,0.0,,,,
477,09/16/24 20:00:00,60.539,0.0,,,,
478,09/16/24 20:10:00,60.539,0.0,,,,
479,09/16/24 20:20:00,60.368,0.0,,,,
480,09/16/24 20:30:00,60.368,0.0,,,,
481,09/16/24 20:40:00,60.368,0.0,,,,
482,09/16/24 20:50:00,60.368,0.0,,,,
483,09/16/24 21:00:00,60.368,0.0,,,,
484,09/16/24 21:10:00,60.368,0.0,,,,
485,09/16/24 21:20:00,60.368,0.0,,,,
486,09/16/24 21:30:00,60.368,0.0,,,,
487,09/16/24 21:40:00,60.368,0.0,,,,
488,09/16/24 21:50:00,60.195,0.0,,,,
489,09/16/24 22:00:00,60.195,0.0,,,,
490,09/16/24 22:10:00,60.195,0.0,,,,
491,09/16/24 22:20:00,60.195,0.0,,,,
492,09/16/24 22:30:00,60.195,0.0,,,,
493,09/16/24 22:40:00,60.195,0.0,,,,
494,09/16/24 22:50:00,60.195,0.0,,,,
495,09/16/24 23:00:00,60.195,0.0,,,,
496,09/16/24 23:10:00,60.195,0.0,,,,
497,09/16/24 23:20:00,60.195,0.0,,,,
498,09/16/24 23:30:00,60.195,0.0,,,,
499,09/16/24 23:40:00,60.195,0.0,,,,
500,09/16/24 23:50:00,60.195,0.0,,,,
501,09/17/24 00:00:00,60.195,0.0,,,,
502,09/17/24 00:10:00,60.195,0.0,,,,
503,09/17/24 00:20:00,60.195,0.0,,,,
504,09/17/24 00:30:00,60.195,0.0,,,,
505,09/17/24 00:40:00,60.195,0.0,,,,
506,09/17/24 00:50:00,60.195,0.0,,,,
507,09/17/24 01:00:00,60.195,0.0,,,,
508,09/17/24 01:10:00,60.195,0.0,,,,
509,09/17/24 01:20:00,60.195,0.0,,,,
510,09/17/24 01:30:00,60.195,0.0,,,,
511,09/17/24 01:40:00,60.195,0.0,,,,
512,09/17/24 01:50:00,60.195,0.0,,,,
513,09/17/24 02:00:00,60.195,0.0,,,,
514,09/17/24 02:10:00,60.195,0.0,,,,
515,09/17/24 02:20:00,60.195,0.0,,,,
516,09/17/24 02:30:00,60.195,0.0,,,,
517,09/17/24 02:40:00,60.195,0.0,,,,
518,09/17/24 02:50:00,60.195,0.0,,,,
519,09/17/24 03:00:00,60.195,0.0,,,,
520,09/17/24 03:10:00,60.195,0.0,,,,
521,09/17/24 03:20:00,60.195,0.0,,,,
522,09/17/24 03:30:00,60.024,0.0,,,,
523,09/17/24 03:40:00,60.024,0.0,,,,
