"#","Date Time, GMT-06:00","Temp, °F (LGR S/N: 22008790, SEN S/N: 22008790)","Intensity, lum/ft² (LGR S/N: 22008790, SEN S/N: 22008790)","Coupler Attached (LGR S/N: 22008790)","Coupler Detached (LGR S/N: 22008790)","Host Connected (LGR S/N: 22008790)","Stopped (LGR S/N: 22008790)","End Of File (LGR S/N: 22008790)"
35,08/15/24 17:20:00,65.851,672.0,,,,,
36,08/15/24 17:30:00,66.022,512.0,,,,,
37,08/15/24 17:40:00,66.022,464.0,,,,,
38,08/15/24 17:50:00,66.022,512.0,,,,,
39,08/15/24 18:00:00,66.022,384.0,,,,,
40,08/15/24 18:10:00,66.022,288.0,,,,,
41,08/15/24 18:20:00,66.022,272.0,,,,,
42,08/15/24 18:30:00,66.022,256.0,,,,,
43,08/15/24 18:40:00,65.851,123.0,,,,,
44,08/15/24 18:50:00,65.851,99.0,,,,,
45,08/15/24 19:00:00,65.851,28.0,,,,,
46,08/15/24 19:10:00,65.851,4.0,,,,,
47,08/15/24 19:20:00,65.509,3.0,,,,,
48,08/15/24 19:30:00,65.338,5.0,,,,,
49,08/15/24 19:40:00,65.338,11.0,,,,,
50,08/15/24 19:50:00,65.338,17.0,,,,,
51,08/15/24 20:00:00,65.338,10.0,,,,,
52,08/15/24 20:10:00,65.509,7.0,,,,,
53,08/15/24 20:20:00,65.338,11.0,,,,,
54,08/15/24 20:30:00,65.338,5.0,,,,,
55,08/15/24 20:40:00,65.338,1.0,,,,,
56,08/15/24 20:50:00,65.338,0.0,,,,,
57,08/15/24 21:00:00,65.167,0.0,,,,,
58,08/15/24 21:10:00,65.167,0.0,,,,,
59,08/15/24 21:20:00,65.167,0.0,,,,,
60,08/15/24 21:30:00,65.167,0.0,,,,,
61,08/15/24 21:40:00,64.996,0.0,,,,,
62,08/15/24 21:50:00,64.996,0.0,,,,,
63,08/15/24 22:00:00,64.996,0.0,,,,,
64,08/15/24 22:10:00,64.996,0.0,,,,,
65,08/15/24 22:20:00,64.996,0.0,,,,,
66,08/15/24 22:30:00,64.825,0.0,,,,,
67,08/15/24 22:40:00,64.825,0.0,,,,,
68,08/15/24 22:50:00,64.825,0.0,,,,,
69,08/15/24 23:00:00,64.825,0.0,,,,,
70,08/15/24 23:10:00,64.825,0.0,,,,,
71,08/15/24 23:20:00,64.825,0.0,,,,,
72,08/15/24 23:30:00,64.825,0.0,,,,,
73,08/15/24 23:40:00,64.825,0.0,,,,,
74,08/15/24 23:50:00,64.825,0.0,,,,,
75,08/16/24 00:00:00,64.652,0.0,,,,,
76,08/16/24 00:10:00,64.652,0.0,,,,,
77,08/16/24 00:20:00,64.652,0.0,,,,,
78,08/16/24 00:30:00,64.652,0.0,,,,,
79,08/16/24 00:40:00,64.652,0.0,,,,,
80,08/16/24 00:50:00,64.652,0.0,,,,,
81,08/16/24 01:00:00,64.652,0.0,,,,,
82,08/16/24 01:10:00,64.652,0.0,,,,,
83,08/16/24 01:20:00,64.652,0.0,,,,,
84,08/16/24 01:30:00,64.652,0.0,,,,,
85,08/16/24 01:40:00,64.652,0.0,,,,,
86,08/16/24 01:50:00,64.652,0.0,,,,,
87,08/16/24 02:00:00,64.481,0.0,,,,,
88,08/16/24 02:10:00,64.481,0.0,,,,,
89,08/16/24 02:20:00,64.481,0.0,,,,,
90,08/16/24 02:30:00,64.481,0.0,,,,,
91,08/16/24 02:40:00,64.481,0.0,,,,,
92,08/16/24 02:50:00,64.481,0.0,,,,,
93,08/16/24 03:00:00,64.481,0.0,,,,,
94,08/16/24 03:10:00,64.481,0.0,,,,,
95,08/16/24 03:20:00,64.481,0.0,,,,,
96,08/16/24 03:30:00,64.481,0.0,,,,,
97,08/16/24 03:40:00,64.481,0.0,,,,,
98,08/16/24 03:50:00,64.481,0.0,,,,,
99,08/16/24 04:00:00,64.481,0.0,,,,,
100,08/16/24 04:10:00,64.481,0.0,,,,,
101,08/16/24 04:20:00,64.481,0.0,,,,,
102,08/16/24 04:30:00,64.481,0.0,,,,,
103,08/16/24 04:40:00,64.481,0.0,,,,,
104,08/16/24 04:50:00,64.481,0.0,,,,,
105,08/16/24 05:00:00,64.481,0.0,,,,,
106,08/16/24 05:10:00,64.481,0.0,,,,,
107,08/16/24 05:20:00,64.481,0.0,,,,,
108,08/16/24 05:30:00,64.481,0.0,,,,,
109,08/16/24 05:40:00,64.310,0.0,,,,,
110,08/16/24 05:50:00,64.481,0.0,,,,,
111,08/16/24 06:00:00,64.481,0.0,,,,,
112,08/16/24 06:10:00,64.310,0.0,,,,,
113,08/16/24 06:20:00,64.310,2.0,,,,,
114,08/16/24 06:30:00,64.310,9.0,,,,,
115,08/16/24 06:40:00,64.310,24.0,,,,,
116,08/16/24 06:50:00,64.481,66.0,,,,,
117,08/16/24 07:00:00,64.481,62.0,,,,,
118,08/16/24 07:10:00,64.481,102.0,,,,,
119,08/16/24 07:20:00,64.481,160.0,,,,,
120,08/16/24 07:30:00,64.481,304.0,,,,,
121,08/16/24 07:40:00,64.481,432.0,,,,,
122,08/16/24 07:50:00,64.652,576.0,,,,,
123,08/16/24 08:00:00,64.652,320.0,,,,,
124,08/16/24 08:10:00,64.825,608.0,,,,,
125,08/16/24 08:20:00,64.825,1152.0,,,,,
126,08/16/24 08:30:00,64.996,1152.0,,,,,
127,08/16/24 08:40:00,65.167,768.0,,,,,
128,08/16/24 08:50:00,65.167,480.0,,,,,
129,08/16/24 09:00:00,65.338,1216.0,,,,,
130,08/16/24 09:10:00,65.509,1856.0,,,,,
131,08/16/24 09:20:00,65.338,4096.0,,,,,
132,08/16/24 09:30:00,65.680,6912.0,,,,,
133,08/16/24 09:40:00,65.680,512.0,,,,,
134,08/16/24 09:50:00,65.680,2048.0,,,,,
135,08/16/24 10:00:00,65.680,608.0,,,,,
136,08/16/24 10:10:00,65.680,1408.0,,,,,
137,08/16/24 10:20:00,65.851,3840.0,,,,,
138,08/16/24 10:30:00,65.680,2304.0,,,,,
139,08/16/24 10:40:00,66.022,3840.0,,,,,
140,08/16/24 10:50:00,66.193,4352.0,,,,,
141,08/16/24 11:00:00,66.022,3840.0,,,,,
142,08/16/24 11:10:00,66.537,6400.0,,,,,
143,08/16/24 11:20:00,66.537,4352.0,,,,,
144,08/16/24 11:30:00,66.708,2944.0,,,,,
145,08/16/24 11:40:00,67.050,3200.0,,,,,
146,08/16/24 11:50:00,66.537,3072.0,,,,,
147,08/16/24 12:00:00,66.708,3200.0,,,,,
148,08/16/24 12:10:00,66.879,3328.0,,,,,
149,08/16/24 12:20:00,66.879,2944.0,,,,,
150,08/16/24 12:30:00,66.537,7936.0,,,,,
151,08/16/24 12:40:00,66.193,576.0,,,,,
152,08/16/24 12:50:00,65.509,480.0,,,,,
153,08/16/24 13:00:00,67.050,8704.0,,,,,
154,08/16/24 13:10:00,66.193,3456.0,,,,,
155,08/16/24 13:20:00,67.050,5376.0,,,,,
156,08/16/24 13:30:00,67.050,3072.0,,,,,
157,08/16/24 13:40:00,68.077,2816.0,,,,,
158,08/16/24 13:50:00,66.537,3840.0,,,,,
159,08/16/24 14:00:00,66.537,448.0,,,,,
160,08/16/24 14:10:00,66.537,7424.0,,,,,
161,08/16/24 14:20:00,67.221,896.0,,,,,
162,08/16/24 14:30:00,67.392,4096.0,,,,,
163,08/16/24 14:40:00,67.050,4352.0,,,,,
164,08/16/24 14:50:00,67.221,1920.0,,,,,
165,08/16/24 15:00:00,67.735,3072.0,,,,,
166,08/16/24 15:10:00,67.564,4352.0,,,,,
167,08/16/24 15:20:00,67.221,4096.0,,,,,
168,08/16/24 15:30:00,67.050,1600.0,,,,,
169,08/16/24 15:40:00,67.050,1024.0,,,,,
170,08/16/24 15:50:00,65.851,320.0,,,,,
171,08/16/24 16:00:00,66.022,4608.0,,,,,
172,08/16/24 16:10:00,66.366,1152.0,,,,,
173,08/16/24 16:20:00,66.537,352.0,,,,,
174,08/16/24 16:30:00,67.050,2304.0,,,,,
175,08/16/24 16:40:00,65.509,448.0,,,,,
176,08/16/24 16:50:00,66.193,3840.0,,,,,
177,08/16/24 17:00:00,66.708,960.0,,,,,
178,08/16/24 17:10:00,67.050,1728.0,,,,,
179,08/16/24 17:20:00,65.851,960.0,,,,,
180,08/16/24 17:30:00,65.851,1280.0,,,,,
181,08/16/24 17:40:00,65.509,272.0,,,,,
182,08/16/24 17:50:00,65.680,576.0,,,,,
183,08/16/24 18:00:00,66.366,1088.0,,,,,
184,08/16/24 18:10:00,66.022,992.0,,,,,
185,08/16/24 18:20:00,66.022,1344.0,,,,,
186,08/16/24 18:30:00,65.680,432.0,,,,,
187,08/16/24 18:40:00,65.509,768.0,,,,,
188,08/16/24 18:50:00,65.167,114.0,,,,,
189,08/16/24 19:00:00,64.996,110.0,,,,,
190,08/16/24 19:10:00,65.338,99.0,,,,,
191,08/16/24 19:20:00,64.996,92.0,,,,,
192,08/16/24 19:30:00,64.996,86.0,,,,,
193,08/16/24 19:40:00,64.996,74.0,,,,,
194,08/16/24 19:50:00,64.996,64.0,,,,,
195,08/16/24 20:00:00,64.996,51.0,,,,,
196,08/16/24 20:10:00,65.338,35.0,,,,,
197,08/16/24 20:20:00,65.338,17.0,,,,,
198,08/16/24 20:30:00,65.509,6.0,,,,,
199,08/16/24 20:40:00,65.509,1.0,,,,,
200,08/16/24 20:50:00,65.509,0.0,,,,,
201,08/16/24 21:00:00,65.509,0.0,,,,,
202,08/16/24 21:10:00,65.509,0.0,,,,,
203,08/16/24 21:20:00,65.509,0.0,,,,,
204,08/16/24 21:30:00,65.509,0.0,,,,,
205,08/16/24 21:40:00,65.509,0.0,,,,,
206,08/16/24 21:50:00,65.509,0.0,,,,,
207,08/16/24 22:00:00,65.509,0.0,,,,,
208,08/16/24 22:10:00,65.338,0.0,,,,,
209,08/16/24 22:20:00,65.338,0.0,,,,,
210,08/16/24 22:30:00,65.338,0.0,,,,,
211,08/16/24 22:40:00,65.167,0.0,,,,,
212,08/16/24 22:50:00,65.167,0.0,,,,,
213,08/16/24 23:00:00,65.167,0.0,,,,,
214,08/16/24 23:10:00,65.167,0.0,,,,,
215,08/16/24 23:20:00,64.996,0.0,,,,,
216,08/16/24 23:30:00,64.996,0.0,,,,,
217,08/16/24 23:40:00,64.996,0.0,,,,,
218,08/16/24 23:50:00,64.996,0.0,,,,,
219,08/17/24 00:00:00,64.996,0.0,,,,,
220,08/17/24 00:10:00,64.996,0.0,,,,,
221,08/17/24 00:20:00,64.996,0.0,,,,,
222,08/17/24 00:30:00,64.825,0.0,,,,,
223,08/17/24 00:40:00,64.825,0.0,,,,,
224,08/17/24 00:50:00,64.825,0.0,,,,,
225,08/17/24 01:00:00,64.825,0.0,,,,,
226,08/17/24 01:10:00,64.825,0.0,,,,,
227,08/17/24 01:20:00,64.825,0.0,,,,,
228,08/17/24 01:30:00,64.825,0.0,,,,,
229,08/17/24 01:40:00,64.825,0.0,,,,,
230,08/17/24 01:50:00,64.825,0.0,,,,,
231,08/17/24 02:00:00,64.652,0.0,,,,,
232,08/17/24 02:10:00,64.652,0.0,,,,,
233,08/17/24 02:20:00,64.652,0.0,,,,,
234,08/17/24 02:30:00,64.652,0.0,,,,,
235,08/17/24 02:40:00,64.652,0.0,,,,,
236,08/17/24 02:50:00,64.652,0.0,,,,,
237,08/17/24 03:00:00,64.652,0.0,,,,,
238,08/17/24 03:10:00,64.652,0.0,,,,,
239,08/17/24 03:20:00,64.652,0.0,,,,,
240,08/17/24 03:30:00,64.481,0.0,,,,,
241,08/17/24 03:40:00,64.481,0.0,,,,,
242,08/17/24 03:50:00,64.481,0.0,,,,,
243,08/17/24 04:00:00,64.481,0.0,,,,,
244,08/17/24 04:10:00,64.481,0.0,,,,,
245,08/17/24 04:20:00,64.481,0.0,,,,,
246,08/17/24 04:30:00,64.481,0.0,,,,,
247,08/17/24 04:40:00,64.310,0.0,,,,,
248,08/17/24 04:50:00,64.310,0.0,,,,,
249,08/17/24 05:00:00,64.310,0.0,,,,,
250,08/17/24 05:10:00,64.310,0.0,,,,,
251,08/17/24 05:20:00,64.310,0.0,,,,,
252,08/17/24 05:30:00,64.310,0.0,,,,,
253,08/17/24 05:40:00,64.310,0.0,,,,,
254,08/17/24 05:50:00,64.310,0.0,,,,,
255,08/17/24 06:00:00,64.310,0.0,,,,,
256,08/17/24 06:10:00,64.310,0.0,,,,,
257,08/17/24 06:20:00,64.310,4.0,,,,,
258,08/17/24 06:30:00,64.310,12.0,,,,,
259,08/17/24 06:40:00,64.310,26.0,,,,,
260,08/17/24 06:50:00,64.310,51.0,,,,,
261,08/17/24 07:00:00,64.310,89.0,,,,,
262,08/17/24 07:10:00,64.310,152.0,,,,,
263,08/17/24 07:20:00,64.481,272.0,,,,,
264,08/17/24 07:30:00,64.481,416.0,,,,,
265,08/17/24 07:40:00,64.481,896.0,,,,,
266,08/17/24 07:50:00,64.481,896.0,,,,,
267,08/17/24 08:00:00,64.481,896.0,,,,,
268,08/17/24 08:10:00,64.825,1152.0,,,,,
269,08/17/24 08:20:00,64.825,1024.0,,,,,
270,08/17/24 08:30:00,64.996,432.0,,,,,
271,08/17/24 08:40:00,64.825,416.0,,,,,
272,08/17/24 08:50:00,64.825,992.0,,,,,
273,08/17/24 09:00:00,64.996,1344.0,,,,,
274,08/17/24 09:10:00,64.996,1792.0,,,,,
275,08/17/24 09:20:00,64.996,1344.0,,,,,
276,08/17/24 09:30:00,65.167,1664.0,,,,,
277,08/17/24 09:40:00,65.338,2432.0,,,,,
278,08/17/24 09:50:00,65.338,704.0,,,,,
279,08/17/24 10:00:00,65.680,608.0,,,,,
280,08/17/24 10:10:00,65.680,4864.0,,,,,
281,08/17/24 10:20:00,65.509,672.0,,,,,
282,08/17/24 10:30:00,66.193,2816.0,,,,,
283,08/17/24 10:40:00,66.193,864.0,,,,,
284,08/17/24 10:50:00,66.537,3712.0,,,,,
285,08/17/24 11:00:00,66.366,896.0,,,,,
286,08/17/24 11:10:00,66.366,1024.0,,,,,
287,08/17/24 11:20:00,66.537,2304.0,,,,,
288,08/17/24 11:30:00,66.193,4096.0,,,,,
289,08/17/24 11:40:00,66.366,768.0,,,,,
290,08/17/24 11:50:00,66.366,896.0,,,,,
291,08/17/24 12:00:00,66.879,3840.0,,,,,
292,08/17/24 12:10:00,67.050,3072.0,,,,,
293,08/17/24 12:20:00,66.708,896.0,,,,,
294,08/17/24 12:30:00,66.708,896.0,,,,,
295,08/17/24 12:40:00,66.366,1152.0,,,,,
296,08/17/24 12:50:00,67.050,3840.0,,,,,
297,08/17/24 13:00:00,66.537,1088.0,,,,,
298,08/17/24 13:10:00,67.392,9728.0,,,,,
299,08/17/24 13:20:00,67.221,1152.0,,,,,
300,08/17/24 13:30:00,66.879,992.0,,,,,
301,08/17/24 13:40:00,66.879,7424.0,,,,,
302,08/17/24 13:50:00,66.879,8704.0,,,,,
303,08/17/24 14:00:00,66.879,3456.0,,,,,
304,08/17/24 14:10:00,67.050,3328.0,,,,,
305,08/17/24 14:20:00,67.392,4096.0,,,,,
306,08/17/24 14:30:00,67.050,4096.0,,,,,
307,08/17/24 14:40:00,66.022,3200.0,,,,,
308,08/17/24 14:50:00,66.537,1280.0,,,,,
309,08/17/24 15:00:00,67.050,1920.0,,,,,
310,08/17/24 15:10:00,66.708,800.0,,,,,
311,08/17/24 15:20:00,66.193,1024.0,,,,,
312,08/17/24 15:30:00,67.050,4096.0,,,,,
313,08/17/24 15:40:00,67.050,800.0,,,,,
314,08/17/24 15:50:00,66.708,768.0,,,,,
315,08/17/24 16:00:00,67.392,2432.0,,,,,
316,08/17/24 16:10:00,67.221,5120.0,,,,,
317,08/17/24 16:20:00,67.735,1152.0,,,,,
318,08/17/24 16:30:00,67.564,1408.0,,,,,
319,08/17/24 16:40:00,67.392,1024.0,,,,,
320,08/17/24 16:50:00,67.564,992.0,,,,,
321,08/17/24 17:00:00,68.421,800.0,,,,,
322,08/17/24 17:10:00,68.421,864.0,,,,,
323,08/17/24 17:20:00,68.077,672.0,,,,,
324,08/17/24 17:30:00,67.906,768.0,,,,,
325,08/17/24 17:40:00,68.248,512.0,,,,,
326,08/17/24 17:50:00,67.906,512.0,,,,,
327,08/17/24 18:00:00,67.392,416.0,,,,,
328,08/17/24 18:10:00,66.366,400.0,,,,,
329,08/17/24 18:20:00,66.366,352.0,,,,,
330,08/17/24 18:30:00,67.564,432.0,,,,,
331,08/17/24 18:40:00,67.392,352.0,,,,,
332,08/17/24 18:50:00,67.050,304.0,,,,,
333,08/17/24 19:00:00,67.050,248.0,,,,,
334,08/17/24 19:10:00,67.050,192.0,,,,,
335,08/17/24 19:20:00,67.050,200.0,,,,,
336,08/17/24 19:30:00,66.879,128.0,,,,,
337,08/17/24 19:40:00,66.879,91.0,,,,,
338,08/17/24 19:50:00,66.879,65.0,,,,,
339,08/17/24 20:00:00,66.879,85.0,,,,,
340,08/17/24 20:10:00,66.708,33.0,,,,,
341,08/17/24 20:20:00,66.537,14.0,,,,,
342,08/17/24 20:30:00,66.537,3.0,,,,,
343,08/17/24 20:40:00,66.537,0.0,,,,,
344,08/17/24 20:50:00,66.366,0.0,,,,,
345,08/17/24 21:00:00,66.366,0.0,,,,,
346,08/17/24 21:10:00,66.193,0.0,,,,,
347,08/17/24 21:20:00,65.851,0.0,,,,,
348,08/17/24 21:30:00,65.851,0.0,,,,,
349,08/17/24 21:40:00,65.851,0.0,,,,,
350,08/17/24 21:50:00,65.851,0.0,,,,,
351,08/17/24 22:00:00,65.851,0.0,,,,,
352,08/17/24 22:10:00,65.851,0.0,,,,,
353,08/17/24 22:20:00,65.851,0.0,,,,,
354,08/17/24 22:30:00,65.680,0.0,,,,,
355,08/17/24 22:40:00,65.680,0.0,,,,,
356,08/17/24 22:50:00,65.680,0.0,,,,,
357,08/17/24 23:00:00,65.680,0.0,,,,,
358,08/17/24 23:10:00,65.509,0.0,,,,,
359,08/17/24 23:20:00,65.338,0.0,,,,,
360,08/17/24 23:30:00,65.338,0.0,,,,,
361,08/17/24 23:40:00,65.338,0.0,,,,,
362,08/17/24 23:50:00,65.338,0.0,,,,,
363,08/18/24 00:00:00,65.338,0.0,,,,,
364,08/18/24 00:10:00,65.338,0.0,,,,,
365,08/18/24 00:20:00,65.338,0.0,,,,,
366,08/18/24 00:30:00,65.338,0.0,,,,,
367,08/18/24 00:40:00,65.338,0.0,,,,,
368,08/18/24 00:50:00,65.338,0.0,,,,,
369,08/18/24 01:00:00,65.167,0.0,,,,,
370,08/18/24 01:10:00,65.167,0.0,,,,,
371,08/18/24 01:20:00,65.167,0.0,,,,,
372,08/18/24 01:30:00,65.167,0.0,,,,,
373,08/18/24 01:40:00,65.167,0.0,,,,,
374,08/18/24 01:50:00,64.996,0.0,,,,,
375,08/18/24 02:00:00,64.996,0.0,,,,,
376,08/18/24 02:10:00,64.996,0.0,,,,,
377,08/18/24 02:20:00,64.996,0.0,,,,,
378,08/18/24 02:30:00,64.996,0.0,,,,,
379,08/18/24 02:40:00,64.996,0.0,,,,,
380,08/18/24 02:50:00,64.996,0.0,,,,,
381,08/18/24 03:00:00,64.996,0.0,,,,,
382,08/18/24 03:10:00,64.996,0.0,,,,,
383,08/18/24 03:20:00,64.825,0.0,,,,,
384,08/18/24 03:30:00,64.825,0.0,,,,,
385,08/18/24 03:40:00,64.825,0.0,,,,,
386,08/18/24 03:50:00,64.825,0.0,,,,,
387,08/18/24 04:00:00,64.825,0.0,,,,,
388,08/18/24 04:10:00,64.825,0.0,,,,,
389,08/18/24 04:20:00,64.825,0.0,,,,,
390,08/18/24 04:30:00,64.652,0.0,,,,,
391,08/18/24 04:40:00,64.652,0.0,,,,,
392,08/18/24 04:50:00,64.652,0.0,,,,,
393,08/18/24 05:00:00,64.652,0.0,,,,,
394,08/18/24 05:10:00,64.652,0.0,,,,,
395,08/18/24 05:20:00,64.652,0.0,,,,,
396,08/18/24 05:30:00,64.652,0.0,,,,,
397,08/18/24 05:40:00,64.652,0.0,,,,,
398,08/18/24 05:50:00,64.652,0.0,,,,,
399,08/18/24 06:00:00,64.481,0.0,,,,,
400,08/18/24 06:10:00,64.481,0.0,,,,,
401,08/18/24 06:20:00,64.481,1.0,,,,,
402,08/18/24 06:30:00,64.481,8.0,,,,,
403,08/18/24 06:40:00,64.481,15.0,,,,,
404,08/18/24 06:50:00,64.481,25.0,,,,,
405,08/18/24 07:00:00,64.481,43.0,,,,,
406,08/18/24 07:10:00,64.481,62.0,,,,,
407,08/18/24 07:20:00,64.481,107.0,,,,,
408,08/18/24 07:30:00,64.652,168.0,,,,,
409,08/18/24 07:40:00,64.481,112.0,,,,,
410,08/18/24 07:50:00,64.481,101.0,,,,,
411,08/18/24 08:00:00,64.652,160.0,,,,,
412,08/18/24 08:10:00,64.825,224.0,,,,,
413,08/18/24 08:20:00,64.996,432.0,,,,,
414,08/18/24 08:30:00,65.167,704.0,,,,,
415,08/18/24 08:40:00,65.167,768.0,,,,,
416,08/18/24 08:50:00,65.338,1472.0,,,,,
417,08/18/24 09:00:00,65.167,704.0,,,,,
418,08/18/24 09:10:00,64.996,1920.0,,,,,
419,08/18/24 09:20:00,65.167,3456.0,,,,,
420,08/18/24 09:30:00,65.338,800.0,,,,,
421,08/18/24 09:40:00,65.680,992.0,,,,,
422,08/18/24 09:50:00,65.338,864.0,,,,,
423,08/18/24 10:00:00,65.509,1152.0,,,,,
424,08/18/24 10:10:00,66.022,2304.0,,,,,
425,08/18/24 10:20:00,66.366,1344.0,,,,,
426,08/18/24 10:30:00,66.366,1216.0,,,,,
427,08/18/24 10:40:00,66.022,1088.0,,,,,
428,08/18/24 10:50:00,66.022,2048.0,,,,,
429,08/18/24 11:00:00,66.193,1344.0,,,,,
430,08/18/24 11:10:00,66.366,1408.0,,,,,
431,08/18/24 11:20:00,66.366,1152.0,,,,,
432,08/18/24 11:30:00,66.537,1152.0,,,,,
433,08/18/24 11:40:00,66.537,2048.0,,,,,
434,08/18/24 11:50:00,67.050,3712.0,,,,,
435,08/18/24 12:00:00,67.050,4096.0,,,,,
436,08/18/24 12:10:00,67.392,4864.0,,,,,
437,08/18/24 12:20:00,67.392,5120.0,,,,,
438,08/18/24 12:30:00,67.564,5632.0,,,,,
439,08/18/24 12:40:00,67.906,5376.0,,,,,
440,08/18/24 12:50:00,67.906,3584.0,,,,,
441,08/18/24 13:00:00,67.906,4864.0,,,,,
442,08/18/24 13:10:00,68.077,5120.0,,,,,
443,08/18/24 13:20:00,68.077,5632.0,,,,,
444,08/18/24 13:30:00,68.077,5120.0,,,,,
445,08/18/24 13:40:00,67.221,2048.0,,,,,
446,08/18/24 13:50:00,66.879,2816.0,,,,,
447,08/18/24 14:00:00,67.735,7424.0,,,,,
448,08/18/24 14:10:00,67.906,1664.0,,,,,
449,08/18/24 14:20:00,67.392,4352.0,,,,,
450,08/18/24 14:30:00,68.248,1024.0,,,,,
451,08/18/24 14:40:00,67.735,768.0,,,,,
452,08/18/24 14:50:00,68.421,3840.0,,,,,
453,08/18/24 15:00:00,66.879,704.0,,,,,
454,08/18/24 15:10:00,68.077,2944.0,,,,,
455,08/18/24 15:20:00,67.906,3456.0,,,,,
456,08/18/24 15:30:00,68.077,2816.0,,,,,
457,08/18/24 15:40:00,68.248,4608.0,,,,,
458,08/18/24 15:50:00,68.248,4096.0,,,,,
459,08/18/24 16:00:00,68.248,1088.0,,,,,
460,08/18/24 16:10:00,68.077,2304.0,,,,,
461,08/18/24 16:20:00,68.421,1728.0,,,,,
462,08/18/24 16:30:00,68.592,1344.0,,,,,
463,08/18/24 16:40:00,68.421,3072.0,,,,,
464,08/18/24 16:50:00,68.421,1536.0,,,,,
465,08/18/24 17:00:00,67.735,512.0,,,,,
466,08/18/24 17:10:00,67.735,576.0,,,,,
467,08/18/24 17:20:00,67.906,2048.0,,,,,
468,08/18/24 17:30:00,68.077,384.0,,,,,
469,08/18/24 17:40:00,67.906,352.0,,,,,
470,08/18/24 17:50:00,68.077,4608.0,,,,,
471,08/18/24 18:00:00,68.077,1024.0,,,,,
472,08/18/24 18:10:00,68.077,384.0,,,,,
473,08/18/24 18:20:00,67.735,200.0,,,,,
474,08/18/24 18:30:00,67.906,176.0,,,,,
475,08/18/24 18:40:00,67.906,320.0,,,,,
476,08/18/24 18:50:00,68.077,320.0,,,,,
477,08/18/24 19:00:00,68.077,256.0,,,,,
478,08/18/24 19:10:00,68.077,208.0,,,,,
479,08/18/24 19:20:00,68.248,136.0,,,,,
480,08/18/24 19:30:00,68.077,152.0,,,,,
481,08/18/24 19:40:00,68.248,107.0,,,,,
482,08/18/24 19:50:00,68.077,74.0,,,,,
483,08/18/24 20:00:00,68.077,38.0,,,,,
484,08/18/24 20:10:00,67.906,18.0,,,,,
485,08/18/24 20:20:00,67.906,5.0,,,,,
486,08/18/24 20:30:00,68.248,0.0,,,,,
487,08/18/24 20:40:00,68.421,0.0,,,,,
488,08/18/24 20:50:00,68.248,0.0,,,,,
489,08/18/24 21:00:00,67.906,0.0,,,,,
490,08/18/24 21:10:00,67.906,0.0,,,,,
491,08/18/24 21:20:00,67.392,0.0,,,,,
492,08/18/24 21:30:00,67.050,0.0,,,,,
493,08/18/24 21:40:00,66.879,0.0,,,,,
494,08/18/24 21:50:00,66.879,0.0,,,,,
495,08/18/24 22:00:00,66.708,0.0,,,,,
496,08/18/24 22:10:00,66.708,0.0,,,,,
497,08/18/24 22:20:00,66.537,0.0,,,,,
498,08/18/24 22:30:00,66.366,0.0,,,,,
499,08/18/24 22:40:00,66.193,0.0,,,,,
